,id_x,price,property_type,subproperty_type,region,province,locality,zip_code,latitude,longitude,construction_year,total_area_sqm,surface_land_sqm,nbr_frontages,nbr_bedrooms,equipped_kitchen,fl_furnished,fl_open_fire,fl_terrace,terrace_sqm,fl_garden,garden_sqm,fl_swimming_pool,fl_floodzone,state_building,primary_energy_consumption_sqm,epc,heating_type,fl_double_glazing,cadastral_income,id_y,_merge
2187,43245000,125000.0,APARTMENT,APARTMENT,Wallonia,Liège,Verviers,4800,50.5915429,5.877612,,50.0,,2.0,1.0,INSTALLED,0,0,1,,0,0.0,0,0,GOOD,178.0,C,GAS,1,598.0,,left_only
2200,69933000,125000.0,APARTMENT,DUPLEX,Wallonia,Namur,Namur,5001,,,,70.0,,3.0,2.0,SEMI_EQUIPPED,0,0,1,10.0,0,0.0,0,0,GOOD,249.0,C,FUELOIL,1,,,left_only
2227,68078000,125000.0,HOUSE,APARTMENT_BLOCK,Wallonia,Hainaut,Charleroi,6031,,,,174.0,1270.0,,5.0,MISSING,0,1,0,0.0,0,0.0,0,1,JUST_RENOVATED,478.0,F,FUELOIL,1,,,left_only
2304,36760000,125000.0,HOUSE,HOUSE,Wallonia,Hainaut,Mons,7370,,,,178.0,290.0,3.0,2.0,MISSING,0,1,1,,0,0.0,0,1,TO_RENOVATE,436.0,F,GAS,1,470.0,,left_only
2337,27470000,125000.0,HOUSE,HOUSE,Wallonia,Liège,Liège,4032,,,,104.0,40.0,2.0,3.0,MISSING,0,0,0,0.0,0,0.0,0,1,GOOD,194.0,C,MISSING,0,,,left_only
2344,4448000,125000.0,HOUSE,HOUSE,Wallonia,Liège,Liège,4102,50.6028616,5.5374431,,70.0,0.0,2.0,2.0,USA_SEMI_EQUIPPED,0,0,1,,0,0.0,0,1,GOOD,721.0,G,GAS,1,,,left_only
2391,37734000,126000.0,APARTMENT,APARTMENT,Wallonia,Liège,Liège,4000,50.646018,5.567794,,,,,1.0,MISSING,0,0,0,0.0,0,0.0,0,1,MISSING,,MISSING,MISSING,0,,,left_only
2396,17014000,126000.0,HOUSE,HOUSE,Wallonia,Luxembourg,Neufchâteau,6890,50.0097508,5.1978245,1944.0,142.0,1470.0,4.0,4.0,SEMI_EQUIPPED,0,1,0,0.0,1,,0,0,TO_RENOVATE,509.0,F,FUELOIL,1,443.0,,left_only
2400,36707000,126900.0,APARTMENT,APARTMENT,Wallonia,Liège,Verviers,4800,50.587009,5.866607,,33.0,,,1.0,SEMI_EQUIPPED,0,0,0,0.0,0,0.0,0,1,MISSING,,C,GAS,1,,,left_only
2403,31191000,127000.0,APARTMENT,APARTMENT,Wallonia,Liège,Verviers,4800,50.5830892,5.8392459,,96.0,,3.0,3.0,INSTALLED,0,0,1,17.0,0,0.0,0,1,TO_BE_DONE_UP,233.0,C,GAS,1,491.0,,left_only
2436,20739000,128000.0,HOUSE,HOUSE,Wallonia,Hainaut,Tournai,7600,,,,176.0,0.0,2.0,2.0,MISSING,0,0,0,0.0,0,0.0,0,1,GOOD,,MISSING,MISSING,0,,,left_only
2462,39054000,129000.0,APARTMENT,APARTMENT,Flanders,West Flanders,Oostend,8400,51.2155133,2.8859437,1930.0,69.0,,,2.0,SEMI_EQUIPPED,0,0,0,0.0,0,0.0,0,0,MISSING,553.0,F,MISSING,1,267.0,,left_only
2467,2204000,129000.0,APARTMENT,APARTMENT,Flanders,West Flanders,Oostend,8430,51.1853756,2.8101822,,,,,1.0,MISSING,0,0,0,0.0,0,0.0,0,0,GOOD,225.0,C,ELECTRIC,1,577.0,,left_only
2483,49641000,129000.0,APARTMENT,APARTMENT,Wallonia,Hainaut,Tournai,7500,50.6103194,3.3957149,,94.0,,,2.0,MISSING,0,0,0,0.0,0,0.0,0,1,TO_BE_DONE_UP,202.0,C,GAS,1,1075.0,,left_only
2512,69991000,129000.0,APARTMENT,FLAT_STUDIO,Brussels-Capital,Brussels,Brussels,1070,50.8373045,4.2882711,1996.0,25.0,,2.0,0.0,INSTALLED,0,0,0,0.0,0,0.0,0,1,MISSING,259.0,E,ELECTRIC,1,721.0,,left_only
2524,49552000,129000.0,APARTMENT,GROUND_FLOOR,Flanders,West Flanders,Oostend,8400,51.2329663,2.9419039,2008.0,,,2.0,1.0,MISSING,0,0,0,0.0,0,0.0,0,1,MISSING,,MISSING,MISSING,0,619.0,,left_only
2568,8486000,129000.0,HOUSE,HOUSE,Wallonia,Hainaut,Mouscron,7700,50.7532543,3.2031837,,,0.0,2.0,2.0,MISSING,0,0,0,0.0,0,0.0,0,1,MISSING,311.0,D,MISSING,1,429.0,,left_only
2594,66052000,129000.0,HOUSE,HOUSE,Wallonia,Liège,Liège,4420,50.626386,5.5397676,1950.0,68.0,148.0,2.0,2.0,NOT_INSTALLED,0,0,1,20.0,1,70.0,0,0,GOOD,343.0,E,GAS,1,666.0,,left_only
2597,22888000,129000.0,HOUSE,HOUSE,Wallonia,Liège,Liège,4682,,,,90.0,435.0,4.0,3.0,MISSING,0,0,0,0.0,1,329.0,0,1,TO_RENOVATE,660.0,G,PELLET,1,,,left_only
2660,31478000,130000.0,APARTMENT,APARTMENT,Wallonia,Hainaut,Soignies,7860,50.7116706,3.8354485,,,,,2.0,INSTALLED,0,0,1,,0,0.0,0,1,MISSING,178.0,C,GAS,0,899.0,,left_only
2676,11919000,130000.0,APARTMENT,APARTMENT,Wallonia,Walloon Brabant,Nivelles,1480,,,,80.0,,2.0,2.0,SEMI_EQUIPPED,0,1,0,0.0,0,0.0,0,1,GOOD,712.0,G,ELECTRIC,1,809.0,,left_only
2730,39434000,130000.0,HOUSE,HOUSE,Wallonia,Hainaut,Charleroi,6001,,,,165.0,80.0,,3.0,INSTALLED,0,0,1,10.0,0,0.0,0,1,MISSING,288.0,D,GAS,0,,,left_only
2739,45086000,130000.0,HOUSE,HOUSE,Wallonia,Hainaut,Charleroi,6061,50.4125546,4.4544285,,160.0,119.0,3.0,2.0,SEMI_EQUIPPED,0,0,1,,0,0.0,0,0,GOOD,390.0,E,GAS,1,692.0,,left_only
2745,41777000,130000.0,HOUSE,HOUSE,Wallonia,Hainaut,Mons,7012,50.4387278,3.8904829,,118.0,235.0,2.0,3.0,MISSING,0,0,1,25.0,1,139.0,0,1,TO_BE_DONE_UP,361.0,E,GAS,1,,,left_only
2748,20272000,130000.0,HOUSE,HOUSE,Wallonia,Hainaut,Mons,7033,50.4460204,3.9291618,,167.0,0.0,3.0,4.0,SEMI_EQUIPPED,0,0,0,0.0,1,185.0,0,1,TO_RENOVATE,472.0,F,FUELOIL,1,818.0,,left_only
2762,17325000,130000.0,HOUSE,HOUSE,Wallonia,Hainaut,Mons,7340,,,,95.0,0.0,3.0,2.0,NOT_INSTALLED,0,0,1,,0,0.0,0,1,TO_RENOVATE,583.0,G,MISSING,0,,,left_only
2779,71469000,130000.0,HOUSE,HOUSE,Wallonia,Hainaut,Soignies,7860,50.7075445,3.8335255,,120.0,136.0,3.0,4.0,NOT_INSTALLED,0,0,0,0.0,0,0.0,0,1,GOOD,268.0,D,GAS,1,443.0,,left_only
2825,71306000,132500.0,APARTMENT,FLAT_STUDIO,Flanders,West Flanders,Oostend,8420,51.2800078,3.0525028,2014.0,18.0,,,1.0,MISSING,0,0,0,0.0,0,0.0,1,1,GOOD,,MISSING,MISSING,0,,,left_only
2871,67438000,135000.0,APARTMENT,APARTMENT,Brussels-Capital,Brussels,Brussels,1140,,,,,,,0.0,MISSING,0,0,1,7.0,0,0.0,0,1,JUST_RENOVATED,259.0,E,GAS,1,726.0,,left_only
2878,51764000,135000.0,APARTMENT,APARTMENT,Flanders,East Flanders,Gent,9051,51.0236314,3.6944542,1996.0,63.0,,2.0,1.0,NOT_INSTALLED,0,1,1,,0,0.0,0,0,GOOD,373.0,D,ELECTRIC,0,,,left_only
2893,10674000,135000.0,APARTMENT,APARTMENT,Wallonia,Hainaut,Charleroi,6020,50.4193875,4.4234834,1978.0,71.0,,2.0,2.0,INSTALLED,0,0,0,0.0,0,0.0,0,0,GOOD,132.0,B,GAS,1,936.0,,left_only
2896,20036000,135000.0,APARTMENT,APARTMENT,Wallonia,Hainaut,Charleroi,6060,,,,160.0,,,1.0,INSTALLED,0,0,0,0.0,0,0.0,0,1,GOOD,512.0,G,MISSING,1,,,left_only
2897,59324000,135000.0,APARTMENT,APARTMENT,Wallonia,Hainaut,Charleroi,6200,,,2009.0,80.0,,2.0,2.0,MISSING,0,0,0,0.0,0,0.0,0,1,GOOD,329.0,D,GAS,1,,,left_only
2934,34428000,135000.0,APARTMENT,APARTMENT,Wallonia,Namur,Namur,5030,,,,70.0,,2.0,1.0,SEMI_EQUIPPED,0,1,0,0.0,0,0.0,0,1,GOOD,239.0,C,GAS,1,,,left_only
2937,14290000,135000.0,APARTMENT,APARTMENT,Wallonia,Namur,Namur,5100,50.450866,4.891094,1874.0,47.0,,3.0,1.0,INSTALLED,0,0,0,0.0,0,0.0,0,1,GOOD,357.0,E,GAS,1,587.0,,left_only
2945,55825000,135000.0,APARTMENT,FLAT_STUDIO,Brussels-Capital,Brussels,Brussels,1060,,,1940.0,30.0,,,0.0,MISSING,0,1,0,0.0,0,0.0,0,1,TO_BE_DONE_UP,316.0,F,GAS,1,607.0,,left_only
2947,31296000,135000.0,APARTMENT,FLAT_STUDIO,Brussels-Capital,Brussels,Brussels,1060,,,,28.0,,2.0,0.0,SEMI_EQUIPPED,0,1,0,0.0,0,0.0,0,1,TO_RENOVATE,,MISSING,GAS,1,,,left_only
2960,61018000,135000.0,APARTMENT,FLAT_STUDIO,Flanders,West Flanders,Oostend,8400,51.2170496,2.8828515,2001.0,35.0,,2.0,0.0,MISSING,0,0,0,0.0,0,0.0,0,0,GOOD,411.0,E,ELECTRIC,1,,,left_only
2977,25596000,135000.0,APARTMENT,KOT,Flanders,Flemish Brabant,Leuven,3000,50.888912,4.7014459,,16.0,,4.0,1.0,HYPER_EQUIPPED,1,0,1,,0,0.0,0,1,GOOD,77.0,A,GAS,1,279.0,,left_only
3049,78179000,135000.0,HOUSE,HOUSE,Wallonia,Hainaut,Mons,7012,,,,167.0,320.0,2.0,4.0,MISSING,0,1,0,0.0,0,0.0,0,1,TO_BE_DONE_UP,268.0,D,GAS,1,535.0,,left_only
3063,22531000,135000.0,HOUSE,HOUSE,Wallonia,Hainaut,Mouscron,7700,,,,159.0,170.0,3.0,2.0,INSTALLED,0,0,1,,1,65.0,0,0,TO_BE_DONE_UP,472.0,F,GAS,1,498.0,,left_only
3093,61152000,135000.0,HOUSE,HOUSE,Wallonia,Liège,Liège,4100,50.5860799,5.5050916,1918.0,110.0,125.0,3.0,4.0,SEMI_EQUIPPED,0,0,1,,0,0.0,0,0,GOOD,435.0,F,GAS,1,431.0,,left_only
3112,15017000,135000.0,HOUSE,HOUSE,Wallonia,Namur,Namur,5060,,,,110.0,388.0,3.0,2.0,INSTALLED,0,0,1,,0,0.0,0,1,GOOD,284.0,D,GAS,1,359.0,,left_only
3138,49191000,137000.0,HOUSE,HOUSE,Wallonia,Hainaut,Mons,7041,50.3769176,4.0329673,,200.0,680.0,2.0,3.0,MISSING,0,0,1,20.0,1,500.0,0,0,TO_RENOVATE,,MISSING,MISSING,1,,,left_only
3141,3567000,137000.0,HOUSE,HOUSE,Wallonia,Liège,Verviers,4860,50.571014,5.8208615,1918.0,134.0,758.0,2.0,3.0,INSTALLED,0,0,1,32.0,1,500.0,0,1,TO_BE_DONE_UP,352.0,E,PELLET,1,329.0,,left_only
3150,100000,137500.0,APARTMENT,KOT,Flanders,Flemish Brabant,Leuven,3000,50.8886958,4.702594,,17.0,,4.0,1.0,MISSING,0,0,0,0.0,0,0.0,0,1,AS_NEW,77.0,A,MISSING,0,279.0,,left_only
3273,54588000,139000.0,APARTMENT,DUPLEX,Wallonia,Liège,Verviers,4800,50.5895262,5.8583088,,111.0,,2.0,3.0,INSTALLED,0,0,0,0.0,0,0.0,0,0,GOOD,193.0,C,GAS,1,,,left_only
3301,25384000,139000.0,HOUSE,CHALET,Wallonia,Liège,Liège,4920,50.465431,5.7254852,1963.0,63.0,588.0,4.0,1.0,SEMI_EQUIPPED,0,0,1,,0,0.0,0,1,TO_BE_DONE_UP,1002.0,G,ELECTRIC,1,299.0,,left_only
3303,61993000,139000.0,HOUSE,HOUSE,Flanders,East Flanders,Aalst,9400,50.8378559,4.0167815,,141.0,0.0,,2.0,INSTALLED,0,0,0,0.0,0,0.0,0,0,TO_RENOVATE,636.0,F,CARBON,0,,,left_only
3316,78540000,139000.0,HOUSE,HOUSE,Flanders,East Flanders,Sint-Niklaas,9130,51.291974,4.1653652,,150.0,118.0,2.0,3.0,MISSING,0,0,0,0.0,1,40.0,0,0,TO_RENOVATE,1128.0,F,MISSING,0,396.0,,left_only
3353,48945000,139000.0,HOUSE,HOUSE,Wallonia,Hainaut,Mouscron,7700,,,,115.0,168.0,2.0,3.0,SEMI_EQUIPPED,0,0,1,,1,90.0,0,0,TO_BE_DONE_UP,234.0,C,GAS,1,374.0,,left_only
3405,4896000,139000.0,HOUSE,HOUSE,Wallonia,Luxembourg,Neufchâteau,6929,50.0020448,5.0167267,1900.0,117.0,350.0,3.0,3.0,NOT_INSTALLED,0,0,1,,1,250.0,0,0,TO_RENOVATE,543.0,G,GAS,1,344.0,,left_only
3419,71834000,139000.0,HOUSE,MIXED_USE_BUILDING,Wallonia,Liège,Liège,4101,50.6170959,5.5071522,,106.0,65.0,2.0,2.0,MISSING,0,0,0,0.0,0,0.0,0,0,GOOD,329.0,D,GAS,1,1167.0,,left_only
3432,3513000,139500.0,HOUSE,HOUSE,Wallonia,Hainaut,Charleroi,6001,,,,125.0,0.0,3.0,3.0,MISSING,0,0,1,,0,0.0,0,1,GOOD,420.0,E,MISSING,1,327.0,,left_only
3441,6658000,139900.0,APARTMENT,FLAT_STUDIO,Flanders,West Flanders,Brugge,8370,51.315049,3.1290651,,,,1.0,0.0,INSTALLED,0,0,0,0.0,0,0.0,0,0,MISSING,115.0,B,GAS,0,535.0,,left_only
3467,29863000,140000.0,APARTMENT,APARTMENT,Brussels-Capital,Brussels,Brussels,1080,50.8558476,4.3330539,1930.0,62.0,,2.0,1.0,MISSING,0,1,0,0.0,0,0.0,0,1,TO_BE_DONE_UP,327.0,F,MISSING,1,,,left_only
3534,78871000,140000.0,APARTMENT,FLAT_STUDIO,Wallonia,Walloon Brabant,Nivelles,1435,50.637903,4.612237,1900.0,50.0,,2.0,1.0,INSTALLED,0,0,1,10.0,0,0.0,0,0,TO_BE_DONE_UP,501.0,F,ELECTRIC,1,,,left_only
3547,65208000,140000.0,HOUSE,EXCEPTIONAL_PROPERTY,Wallonia,Liège,Huy,4590,50.4189295,5.4672181,,,6000.0,2.0,0.0,MISSING,0,0,0,0.0,1,3000.0,0,0,MISSING,,MISSING,MISSING,0,,,left_only
3557,61780000,140000.0,HOUSE,HOUSE,Flanders,East Flanders,Sint-Niklaas,9100,51.1718302,4.1635254,,,85.0,2.0,2.0,MISSING,0,0,0,0.0,0,0.0,0,0,TO_RENOVATE,791.0,F,GAS,0,334.0,,left_only
3559,21985000,140000.0,HOUSE,HOUSE,Flanders,Limburg,Hasselt,3600,50.9964147,5.5088635,1967.0,170.0,377.0,3.0,3.0,MISSING,0,0,0,0.0,0,0.0,0,1,MISSING,571.0,F,FUELOIL,0,832.0,,left_only
3586,74830000,140000.0,HOUSE,HOUSE,Wallonia,Hainaut,Charleroi,6200,50.3894849,4.5160171,1900.0,90.0,67.0,3.0,2.0,NOT_INSTALLED,0,0,1,,0,0.0,0,1,GOOD,544.0,G,PELLET,1,276.0,,left_only
3590,60297000,140000.0,HOUSE,HOUSE,Wallonia,Hainaut,Mons,7000,50.4531026,3.9304984,1919.0,120.0,115.0,2.0,4.0,SEMI_EQUIPPED,0,1,0,0.0,0,0.0,0,1,TO_RENOVATE,283.0,D,GAS,1,463.0,,left_only
3597,55250000,140000.0,HOUSE,HOUSE,Wallonia,Hainaut,Mons,7080,,,,217.0,208.0,2.0,4.0,MISSING,0,1,1,,0,0.0,0,1,TO_BE_DONE_UP,226.0,C,GAS,1,818.0,,left_only
3637,69695000,140000.0,HOUSE,HOUSE,Wallonia,Liège,Liège,4000,50.6454389,5.528445,,100.0,236.0,2.0,3.0,MISSING,0,0,1,,1,165.0,0,1,TO_BE_DONE_UP,438.0,F,FUELOIL,1,556.0,,left_only
3675,70252000,140000.0,HOUSE,VILLA,Wallonia,Hainaut,Thuin,6470,50.1351467,4.2910642,,60.0,0.0,,4.0,NOT_INSTALLED,0,0,1,,0,0.0,0,1,MISSING,911.0,G,ELECTRIC,0,,,left_only
3683,4730000,142000.0,APARTMENT,FLAT_STUDIO,Flanders,West Flanders,Oostend,8434,51.173391,2.7811328,1977.0,37.0,,2.0,0.0,SEMI_EQUIPPED,1,0,1,3.0,0,0.0,0,0,GOOD,331.0,D,ELECTRIC,0,612.0,,left_only
3684,41463000,142000.0,APARTMENT,FLAT_STUDIO,Flanders,West Flanders,Veurne,8660,51.0970741,2.5757245,,,,,0.0,MISSING,0,0,0,0.0,0,0.0,0,0,TO_BE_DONE_UP,544.0,F,MISSING,0,,,left_only
3697,15548000,142500.0,HOUSE,HOUSE,Flanders,Limburg,Tongeren,3700,50.7750269,5.4550587,1935.0,130.0,260.0,2.0,3.0,SEMI_EQUIPPED,0,0,1,8.0,1,155.0,0,0,MISSING,525.0,F,GAS,1,426.0,,left_only
3704,23242000,143000.0,APARTMENT,FLAT_STUDIO,Flanders,West Flanders,Oostend,8434,51.1700073,2.7788834,1970.0,37.0,,,0.0,MISSING,0,0,0,0.0,0,0.0,0,0,GOOD,155.0,B,MISSING,0,,,left_only
3705,1000000,143000.0,HOUSE,HOUSE,Flanders,East Flanders,Oudenaarde,9600,50.7423234,3.6154513,1913.0,142.0,90.0,2.0,4.0,MISSING,0,0,0,0.0,1,3.0,0,0,TO_RENOVATE,558.0,F,ELECTRIC,1,,,left_only
3708,10108000,144000.0,APARTMENT,APARTMENT,Flanders,West Flanders,Oostend,8450,51.2473034,2.9633387,,59.0,,,2.0,MISSING,0,0,0,0.0,0,0.0,0,0,GOOD,217.0,C,MISSING,1,557.0,,left_only
3747,29747000,145000.0,APARTMENT,APARTMENT,Flanders,Antwerp,Turnhout,2300,51.32215,4.9399338,,56.0,,2.0,1.0,SEMI_EQUIPPED,0,1,1,,0,0.0,0,1,GOOD,197.0,B,GAS,1,669.0,,left_only
3770,45412000,145000.0,APARTMENT,APARTMENT,Flanders,West Flanders,Oostend,8400,51.2148344,2.906451,1969.0,97.0,,,3.0,INSTALLED,0,0,1,5.0,0,0.0,0,0,MISSING,263.0,C,MISSING,1,1088.0,,left_only
3792,57572000,145000.0,APARTMENT,APARTMENT,Wallonia,Hainaut,Mouscron,7700,,,,110.0,,,2.0,MISSING,0,1,0,0.0,0,0.0,0,1,MISSING,144.0,B,MISSING,0,867.0,,left_only
3853,77356000,145000.0,APARTMENT,GROUND_FLOOR,Wallonia,Hainaut,Charleroi,7181,,,,62.0,,3.0,1.0,INSTALLED,0,0,0,0.0,0,0.0,0,0,GOOD,323.0,D,ELECTRIC,1,356.0,,left_only
3871,58418000,145000.0,HOUSE,HOUSE,Flanders,East Flanders,Dendermonde,9240,51.0733002,4.0402269,1945.0,102.0,52.0,2.0,2.0,NOT_INSTALLED,0,0,0,0.0,0,0.0,0,1,TO_RENOVATE,591.0,F,MISSING,1,267.0,,left_only
3877,49429000,145000.0,HOUSE,HOUSE,Flanders,East Flanders,Oudenaarde,9660,50.8049055,3.7618623,1949.0,,450.0,2.0,4.0,MISSING,0,0,0,0.0,0,0.0,0,1,MISSING,348.0,D,MISSING,0,820.0,,left_only
3903,18762000,145000.0,HOUSE,HOUSE,Wallonia,Hainaut,Charleroi,6060,,,,151.0,183.0,2.0,3.0,SEMI_EQUIPPED,0,1,1,22.0,1,73.0,0,0,GOOD,322.0,D,FUELOIL,1,371.0,,left_only
3912,23635000,145000.0,HOUSE,HOUSE,Wallonia,Hainaut,Mons,7040,50.3407048,3.9091682,,,0.0,,4.0,MISSING,0,0,0,0.0,0,0.0,0,1,TO_RENOVATE,,MISSING,MISSING,0,,,left_only
3929,14507000,145000.0,HOUSE,HOUSE,Wallonia,Hainaut,Soignies,7850,,,,120.0,200.0,2.0,3.0,MISSING,0,0,0,0.0,1,100.0,0,1,TO_RESTORE,,G,MISSING,0,450.0,,left_only
3984,58123000,145000.0,HOUSE,HOUSE,Wallonia,Namur,Dinant,5543,50.1627461,4.8303754,,,199.0,3.0,2.0,INSTALLED,0,0,0,0.0,0,0.0,0,1,MISSING,447.0,F,FUELOIL,1,,,left_only
4007,20573000,146500.0,APARTMENT,APARTMENT,Flanders,East Flanders,Oudenaarde,9700,50.8536782,3.6085169,2005.0,,,2.0,1.0,MISSING,0,0,0,0.0,0,0.0,0,0,GOOD,483.0,E,ELECTRIC,1,630.0,,left_only
4008,64628000,146500.0,HOUSE,HOUSE,Wallonia,Hainaut,Thuin,7130,50.4189721,4.1701953,,,0.0,2.0,3.0,SEMI_EQUIPPED,0,0,0,0.0,0,0.0,0,1,TO_BE_DONE_UP,459.0,F,MISSING,1,,,left_only
4019,44554000,147500.0,APARTMENT,APARTMENT,Wallonia,Hainaut,Charleroi,6032,,,,60.0,,,1.0,INSTALLED,0,0,1,,0,0.0,0,1,GOOD,131.0,B,GAS,1,,,left_only
4030,47358000,148000.0,APARTMENT,APARTMENT,Flanders,West Flanders,Brugge,8300,,,,,,2.0,0.0,MISSING,0,0,0,0.0,0,0.0,0,0,MISSING,0.0,MISSING,MISSING,1,,,left_only
4139,55212000,149000.0,APARTMENT,APARTMENT,Flanders,West Flanders,Brugge,8370,51.3159347,3.1328994,,87.0,,,2.0,MISSING,0,0,1,,0,0.0,0,0,GOOD,259.0,C,GAS,1,359.0,,left_only
4141,77236000,149000.0,APARTMENT,APARTMENT,Flanders,West Flanders,Brugge,8380,,,,82.0,,3.0,3.0,MISSING,0,0,0,0.0,0,0.0,0,0,TO_RENOVATE,475.0,E,GAS,1,865.0,,left_only
4143,20744000,149000.0,APARTMENT,APARTMENT,Flanders,West Flanders,Kortrijk,8500,50.8315837,3.2560033,1952.0,95.0,,,2.0,MISSING,0,0,0,0.0,0,0.0,0,0,TO_BE_DONE_UP,385.0,D,GAS,1,738.0,,left_only
4159,63447000,149000.0,APARTMENT,APARTMENT,Flanders,West Flanders,Oostend,8420,51.3010646,3.0773546,1963.0,52.0,,,1.0,MISSING,0,0,0,0.0,0,0.0,0,1,TO_RENOVATE,341.0,D,ELECTRIC,1,,,left_only
4187,50870000,149000.0,APARTMENT,APARTMENT,Wallonia,Hainaut,Soignies,7100,50.4790706,4.2023599,1958.0,105.0,,3.0,2.0,INSTALLED,0,0,1,3.0,0,0.0,0,0,TO_RENOVATE,505.0,F,GAS,0,1549.0,,left_only
4212,55840000,149000.0,APARTMENT,APARTMENT,Wallonia,Liège,Liège,4430,50.6646163,5.5097416,,83.0,,2.0,2.0,SEMI_EQUIPPED,0,0,1,5.0,0,0.0,0,0,GOOD,314.0,D,GAS,1,892.0,,left_only
4227,27450000,149000.0,APARTMENT,APARTMENT,Wallonia,Namur,Namur,5000,50.4623741,4.8381307,1974.0,73.0,,2.0,2.0,NOT_INSTALLED,0,0,0,0.0,0,0.0,0,0,GOOD,277.0,D,GAS,1,,,left_only
4230,44590000,149000.0,APARTMENT,APARTMENT,Wallonia,Namur,Namur,5000,50.4717464,4.8626405,,51.0,,2.0,1.0,SEMI_EQUIPPED,0,0,0,0.0,0,0.0,0,1,GOOD,339.0,D,GAS,1,,,left_only
4237,60728000,149000.0,APARTMENT,APARTMENT,Wallonia,Walloon Brabant,Nivelles,1400,,,,50.0,,,1.0,MISSING,0,0,1,,0,0.0,0,1,AS_NEW,436.0,F,MISSING,0,,,left_only
4278,79377000,149000.0,HOUSE,APARTMENT_BLOCK,Wallonia,Hainaut,Charleroi,6020,,,,,0.0,2.0,0.0,MISSING,0,0,0,0.0,0,0.0,0,1,GOOD,,MISSING,MISSING,1,2700.0,,left_only
4298,41039000,149000.0,HOUSE,HOUSE,Flanders,East Flanders,Aalst,9500,,,1930.0,100.0,50.0,2.0,3.0,USA_INSTALLED,0,0,0,0.0,0,0.0,0,1,GOOD,270.0,C,GAS,1,302.0,,left_only
4316,25676000,149000.0,HOUSE,HOUSE,Flanders,Limburg,Maaseik,3650,51.0213377,5.7459904,,,0.0,2.0,3.0,MISSING,0,1,0,0.0,0,0.0,0,0,MISSING,362.0,D,GAS,0,,,left_only
4342,57747000,149000.0,HOUSE,HOUSE,Wallonia,Hainaut,Charleroi,6030,50.4140019,4.3944148,,,0.0,3.0,3.0,NOT_INSTALLED,0,0,0,0.0,0,0.0,0,1,GOOD,557.0,G,GAS,1,401.0,,left_only
4366,54440000,149000.0,HOUSE,HOUSE,Wallonia,Hainaut,Mons,7031,50.4311875,4.0502959,,160.0,252.0,4.0,3.0,INSTALLED,0,0,0,0.0,1,252.0,0,1,MISSING,630.0,G,PELLET,0,476.0,,left_only
4399,39226000,149000.0,HOUSE,HOUSE,Wallonia,Liège,Huy,4550,50.5332085,5.4099158,1918.0,64.0,799.0,2.0,2.0,MISSING,0,0,0,0.0,0,0.0,0,0,MISSING,335.0,D,GAS,1,314.0,,left_only
4405,15573000,149000.0,HOUSE,HOUSE,Wallonia,Liège,Liège,4040,50.6760055,5.6147869,1930.0,95.0,285.0,3.0,2.0,INSTALLED,0,0,1,7.0,1,70.0,0,0,TO_RENOVATE,701.0,G,GAS,1,557.0,,left_only
4439,42119000,149000.0,HOUSE,HOUSE,Wallonia,Luxembourg,Virton,6724,49.7240026,5.5343068,1914.0,159.0,531.0,2.0,4.0,NOT_INSTALLED,0,0,0,0.0,1,450.0,0,1,TO_RENOVATE,625.0,G,FUELOIL,1,470.0,,left_only
4471,27905000,149500.0,APARTMENT,APARTMENT,Flanders,East Flanders,Dendermonde,9280,51.0041484,4.1340597,,95.0,,,2.0,MISSING,0,0,0,0.0,0,0.0,0,0,MISSING,386.0,D,MISSING,0,,,left_only
4478,42581000,149500.0,APARTMENT,APARTMENT,Wallonia,Liège,Huy,4500,50.5192801,5.2342044,,95.0,,2.0,2.0,SEMI_EQUIPPED,0,1,0,0.0,0,0.0,0,1,MISSING,206.0,C,GAS,1,1.0,,left_only
4484,26152000,149500.0,APARTMENT,FLAT_STUDIO,Flanders,West Flanders,Brugge,8370,51.3162799,3.1400642,1976.0,,,2.0,0.0,MISSING,0,0,1,,0,0.0,0,1,GOOD,648.0,F,MISSING,0,,,left_only
4487,8245000,149500.0,APARTMENT,KOT,Flanders,West Flanders,Kortrijk,8500,50.8247472,3.2711924,2023.0,23.0,,2.0,1.0,MISSING,0,0,0,0.0,0,0.0,0,0,MISSING,,MISSING,GAS,1,,,left_only
4506,67870000,149900.0,APARTMENT,APARTMENT,Flanders,West Flanders,Brugge,8370,,,,,,2.0,2.0,SEMI_EQUIPPED,1,0,0,0.0,0,0.0,0,0,GOOD,283.0,C,GAS,1,395.0,,left_only
4507,5651000,149900.0,APARTMENT,APARTMENT,Flanders,West Flanders,Diksmuide,8600,51.0381765,2.8657151,,44.0,,,1.0,HYPER_EQUIPPED,0,0,0,0.0,0,0.0,0,0,MISSING,,MISSING,GAS,1,,,left_only
4539,349000,150000.0,APARTMENT,APARTMENT,Brussels-Capital,Brussels,Brussels,1000,,,,30.0,,,1.0,INSTALLED,1,1,0,0.0,1,,0,0,MISSING,292.0,F,GAS,1,,,left_only
4573,31774000,150000.0,APARTMENT,APARTMENT,Wallonia,Hainaut,Charleroi,6224,50.4660718,4.5876476,,53.0,,3.0,1.0,SEMI_EQUIPPED,0,1,0,0.0,0,0.0,0,1,GOOD,189.0,C,GAS,1,562.0,,left_only
